qid,system,cutoff,ndcg
818583,ColBERT,30,0.4831664417170796
832573,ColBERT,30,0.4781259448537968
835760,ColBERT,30,0.7452992578103682
845121,ColBERT,30,0.24295908727965693
935353,ColBERT,30,0.3573794691941642
935964,ColBERT,30,0.6133160592046498
952262,ColBERT,30,0.7520843973655089
952284,ColBERT,30,0.26843615413048505
975079,ColBERT,30,0.34734692312546617
1006728,ColBERT,50,0.21257758154665085
1040198,ColBERT,50,0.3683999868649468
1104300,ColBERT,50,0.6743368934922683
1104447,ColBERT,50,0.6044910052298619
1107704,ColBERT,50,0.17637912155627897
1107821,ColBERT,50,0.6625253030727436
1109840,ColBERT,50,0.4130865890955643
1110996,ColBERT,50,0.48720806639821507
1111577,ColBERT,50,0.534871942149822
1113361,ColBERT,50,0.5825476944292871
1117243,ColBERT,50,0.573349786696786
1118716,ColBERT,50,0.4070438866290718
1121909,ColBERT,50,0.5209864856581922
112700,ColBERT,50,0.5159441109467351
1128632,ColBERT,50,0.5290179391281611
1129560,ColBERT,50,0.40546163863895546
168329,ColBERT,50,0.5772921933096025
190623,ColBERT,50,0.6996738132485766
2082,ColBERT,50,0.5191466995990306
226975,ColBERT,50,0.25661771660237676
23287,ColBERT,50,0.13416501570268527
237669,ColBERT,50,0.5681963328651726
253263,ColBERT,50,0.33478346068450915
300025,ColBERT,50,0.4295822757430969
300986,ColBERT,50,0.5372322759904579
30611,ColBERT,50,0.3064365453448713
337656,ColBERT,50,0.27476476244895587
364210,ColBERT,50,0.6774450245536501
395948,ColBERT,50,0.5276939845840103
421946,ColBERT,50,0.45451560931035445
493490,ColBERT,50,0.6193291108988528
505390,ColBERT,50,0.5061980214955359
508292,ColBERT,50,0.5693164996651257
540006,ColBERT,50,0.43569526192273805
596569,ColBERT,50,0.19084907214561686
629937,ColBERT,50,0.3886199535752298
646091,ColBERT,50,0.47454878212222024
647362,ColBERT,50,0.253894913353053
661905,ColBERT,50,0.11430145076787362
681645,ColBERT,50,0.5158864912420923
688007,ColBERT,50,0.5919020281477103
707882,ColBERT,50,0.9621074139382068
764738,ColBERT,50,0.6483102277320174
806694,ColBERT,50,0.5632796107346156
818583,ColBERT,50,0.4191068093878908
832573,ColBERT,50,0.4732473061055666
835760,ColBERT,50,0.7258694202076557
845121,ColBERT,50,0.23116766857732532
935353,ColBERT,50,0.3339802663029684
935964,ColBERT,50,0.5011125638543639
952262,ColBERT,50,0.6169620722113694
952284,ColBERT,50,0.23667301697903123
975079,ColBERT,50,0.3023792305284307
1006728,ColBERT,100,0.14101924906605395
1040198,ColBERT,100,0.3755175722128301
1104300,ColBERT,100,0.5139243906553332
1104447,ColBERT,100,0.42166576415700885
1107704,ColBERT,100,0.19026922341449162
1107821,ColBERT,100,0.6656738351074412
1109840,ColBERT,100,0.3057835121779243
1110996,ColBERT,100,0.36776030658302467
1111577,ColBERT,100,0.49269815610928447
1113361,ColBERT,100,0.5507368941421797
1117243,ColBERT,100,0.4121618825413958
1118716,ColBERT,100,0.3463536065068844
1121909,ColBERT,100,0.45449311164716016
112700,ColBERT,100,0.41297409561766507
1128632,ColBERT,100,0.37695549983950494
1129560,ColBERT,100,0.2611434859953159
168329,ColBERT,100,0.3945391666861075
190623,ColBERT,100,0.7134325456551617
2082,ColBERT,100,0.34464152596283604
226975,ColBERT,100,0.21778128583449327
23287,ColBERT,100,0.11797320882188922
237669,ColBERT,100,0.5252977906740629
253263,ColBERT,100,0.33478346068450915
300025,ColBERT,100,0.4187207799420106
300986,ColBERT,100,0.4205575512791385
30611,ColBERT,100,0.2793109696761118
337656,ColBERT,100,0.27476476244895587
364210,ColBERT,100,0.47036996233611994
395948,ColBERT,100,0.3950760744945979
421946,ColBERT,100,0.32665228921941214
493490,ColBERT,100,0.41548458818500444
505390,ColBERT,100,0.4548035276250886
508292,ColBERT,100,0.4094127318253144
540006,ColBERT,100,0.32670459313658473
596569,ColBERT,100,0.12107581375514112
629937,ColBERT,100,0.3104471555394953
646091,ColBERT,100,0.3736953915557929
647362,ColBERT,100,0.253894913353053
661905,ColBERT,100,0.07040702670628911
681645,ColBERT,100,0.4382572913560557
688007,ColBERT,100,0.605547665898605
707882,ColBERT,100,0.9621074139382068
764738,ColBERT,100,0.5322546314481984
806694,ColBERT,100,0.42025069924005504
818583,ColBERT,100,0.32504867065641657
832573,ColBERT,100,0.3494187769701842
835760,ColBERT,100,0.5028275191206251
845121,ColBERT,100,0.18857125399818808
935353,ColBERT,100,0.2696765210373123
935964,ColBERT,100,0.40585696260036064
952262,ColBERT,100,0.3904686406774757
952284,ColBERT,100,0.21787127114612906
975079,ColBERT,100,0.24145017890829557
2082,SBR,1,1.0
23287,SBR,1,0.0
30611,SBR,1,0.0
112700,SBR,1,0.3333333333333333
168329,SBR,1,1.0
190623,SBR,1,1.0
226975,SBR,1,1.0
237669,SBR,1,0.3333333333333333
253263,SBR,1,0.5
300025,SBR,1,0.6666666666666666
300986,SBR,1,0.6666666666666666
337656,SBR,1,1.0
364210,SBR,1,0.6666666666666666
395948,SBR,1,0.3333333333333333
421946,SBR,1,0.6666666666666666
493490,SBR,1,1.0
505390,SBR,1,0.6666666666666666
508292,SBR,1,0.5
540006,SBR,1,0.3333333333333333
596569,SBR,1,1.0
629937,SBR,1,0.3333333333333333
646091,SBR,1,0.6666666666666666
647362,SBR,1,1.0
661905,SBR,1,0.5
681645,SBR,1,0.6666666666666666
688007,SBR,1,0.3333333333333333
707882,SBR,1,1.0
764738,SBR,1,0.6666666666666666
806694,SBR,1,1.0
818583,SBR,1,0.6666666666666666
832573,SBR,1,0.0
835760,SBR,1,0.6666666666666666
845121,SBR,1,0.0
935353,SBR,1,0.3333333333333333
935964,SBR,1,1.0
952262,SBR,1,1.0
952284,SBR,1,0.0
975079,SBR,1,0.6666666666666666
1006728,SBR,1,0.5
1040198,SBR,1,0.6666666666666666
1104300,SBR,1,1.0
1104447,SBR,1,1.0
1107704,SBR,1,0.0
1107821,SBR,1,0.5
1109840,SBR,1,0.3333333333333333
1110996,SBR,1,0.6666666666666666
1111577,SBR,1,0.6666666666666666
1113361,SBR,1,1.0
1117243,SBR,1,0.3333333333333333
1118716,SBR,1,1.0
1121909,SBR,1,1.0
1128632,SBR,1,0.3333333333333333
1129560,SBR,1,1.0
2082,SBR,3,0.8435737579924145
23287,SBR,3,0.35381418265149567
30611,SBR,3,0.1973879406439102
112700,SBR,3,0.4049765583210164
168329,SBR,3,0.8230929086742522
190623,SBR,3,1.0
226975,SBR,3,0.5474918470265493
237669,SBR,3,0.46868458805331514
253263,SBR,3,0.5
300025,SBR,3,0.6089343949810363
300986,SBR,3,0.7653606369886218
337656,SBR,3,0.4692787260227565
364210,SBR,3,0.638383512579045
395948,SBR,3,0.43202730365528846
421946,SBR,3,0.6461858173485043
493490,SBR,3,0.8026120593560899
505390,SBR,3,0.6666666666666667
508292,SBR,3,0.5
540006,SBR,3,0.687147515984829
596569,SBR,3,0.7243989383522971
629937,SBR,3,0.687147515984829
646091,SBR,3,0.5884535456628739
647362,SBR,3,1.0
661905,SBR,3,0.5
681645,SBR,3,0.7149296749630493
688007,SBR,3,0.33333333333333337
707882,SBR,3,0.9217868789962073
764738,SBR,3,0.6666666666666667
806694,SBR,3,0.8026120593560899
818583,SBR,3,0.7232329748419101
832573,SBR,3,0.1973879406439102
835760,SBR,3,0.7448797876704595
845121,SBR,3,0.5307212739772436
935353,SBR,3,0.5102404246590811
935964,SBR,3,1.0
952262,SBR,3,1.0
952284,SBR,3,0.2149296749630493
975079,SBR,3,0.5950234416789836
1006728,SBR,3,0.35195904451706733
1040198,SBR,3,0.7653606369886218
1104300,SBR,3,1.0
1104447,SBR,3,1.0
1107704,SBR,3,0.0
1107821,SBR,3,0.7653606369886217
1109840,SBR,3,0.5248827916050821
1110996,SBR,3,0.7653606369886218
1111577,SBR,3,0.6666666666666667
1113361,SBR,3,1.0
1117243,SBR,3,0.5535340503161801
1118716,SBR,3,0.7243989383522971
1121909,SBR,3,0.8435737579924145
1128632,SBR,3,0.6199062332840657
1129560,SBR,3,0.8435737579924145
2082,SBR,5,0.8432115724046806
23287,SBR,5,0.29944593741833764
30611,SBR,5,0.18639253566046562
112700,SBR,5,0.4275038527696858
168329,SBR,5,0.7797200684245387
190623,SBR,5,0.7827986520850378
226975,SBR,5,0.4831569578274466
237669,SBR,5,0.4754863377386474
253263,SBR,5,0.42696582507864683
300025,SBR,5,0.5861614180929781
300986,SBR,5,0.7817304474156229
337656,SBR,5,0.33916020527361607
364210,SBR,5,0.7169271010751505
395948,SBR,5,0.4533515381924113
421946,SBR,5,0.6518646126340935
493490,SBR,5,0.8573424901769816
505390,SBR,5,0.6666666666666666
508292,SBR,5,0.5
540006,SBR,5,0.7301581706468085
596569,SBR,5,0.6646562876755822
629937,SBR,5,0.5453092190767764
646091,SBR,5,0.6101399657877306
647362,SBR,5,0.7227265726449519
661905,SBR,5,0.5
681645,SBR,5,0.726420882169586
688007,SBR,5,0.36727889243339085
707882,SBR,5,0.9859056632751826
764738,SBR,5,0.569287766771529
806694,SBR,5,0.7261374126646398
818583,SBR,5,0.7833471457646615
832573,SBR,5,0.32255203728292897
835760,SBR,5,0.7231933675456026
845121,SBR,5,0.5296347172140421
935353,SBR,5,0.4124993391762097
935964,SBR,5,1.0
952262,SBR,5,1.0
952284,SBR,5,0.3449563406345247
975079,SBR,5,0.6349409295557815
1006728,SBR,5,0.3930068676327362
1040198,SBR,5,0.7817304474156229
1104300,SBR,5,1.0
1104447,SBR,5,0.8687949224876581
1107704,SBR,5,0.13120507751234178
1107821,SBR,5,0.6917831836856677
1109840,SBR,5,0.6936099399879003
1110996,SBR,5,0.6893059716306069
1111577,SBR,5,0.7153561166142355
1113361,SBR,5,0.9562649741625525
1117243,SBR,5,0.5419063824281584
1118716,SBR,5,0.6646562876755822
1121909,SBR,5,0.7020976466720956
1128632,SBR,5,0.7100154110787432
1129560,SBR,5,0.7945221224571117
2082,SBR,10,0.7602772016244628
23287,SBR,10,0.26754652262091816
30611,SBR,10,0.2417681295742198
112700,SBR,10,0.47841928248726695
168329,SBR,10,0.6480815373754046
190623,SBR,10,0.5818341482326386
226975,SBR,10,0.467138066597123
237669,SBR,10,0.5671948335387923
253263,SBR,10,0.5539483837031424
300025,SBR,10,0.5496669733169934
300986,SBR,10,0.7905566792904009
337656,SBR,10,0.35854124239349333
364210,SBR,10,0.7679487122136542
395948,SBR,10,0.4203908303602488
421946,SBR,10,0.6570611464251618
493490,SBR,10,0.8371227987884791
505390,SBR,10,0.6135004109920286
508292,SBR,10,0.5347156109683886
540006,SBR,10,0.6665134490595166
596569,SBR,10,0.5222065037120251
629937,SBR,10,0.5394377939267156
646091,SBR,10,0.5843231355175493
647362,SBR,10,0.4690000933206748
661905,SBR,10,0.32446578766592327
681645,SBR,10,0.6168816499456377
688007,SBR,10,0.4558346331331545
707882,SBR,10,0.9899138256111097
764738,SBR,10,0.671220735004533
806694,SBR,10,0.6389913082550874
818583,SBR,10,0.6720396607518505
832573,SBR,10,0.39743955240700257
835760,SBR,10,0.7254333688678096
845121,SBR,10,0.3919141888698335
935353,SBR,10,0.4653700014225905
935964,SBR,10,0.9071731368575654
952262,SBR,10,1.0
952284,SBR,10,0.23585879707866647
975079,SBR,10,0.5305615913045862
1006728,SBR,10,0.34951320208462644
1040198,SBR,10,0.5856878397049647
1104300,SBR,10,0.8351201148123997
1104447,SBR,10,0.914856882358379
1107704,SBR,10,0.09456701548023277
1107821,SBR,10,0.799988375845374
1109840,SBR,10,0.7574648812374161
1110996,SBR,10,0.7025649559009851
1111577,SBR,10,0.650122798522682
1113361,SBR,10,0.9484752201405338
1117243,SBR,10,0.621853843211432
1118716,SBR,10,0.6180223825350926
1121909,SBR,10,0.6412602631171358
1128632,SBR,10,0.7420413028872762
1129560,SBR,10,0.6689605161110664
2082,SBR,30,0.6446984890394488
23287,SBR,30,0.17360835883430198
30611,SBR,30,0.3467425872029608
112700,SBR,30,0.518787983426482
168329,SBR,30,0.6621635614361278
190623,SBR,30,0.6231411846515797
226975,SBR,30,0.3029122051729636
237669,SBR,30,0.6204247791227081
253263,SBR,30,0.3657406913421073
300025,SBR,30,0.4762196147401477
300986,SBR,30,0.6354450952388908
337656,SBR,30,0.2866492630951398
364210,SBR,30,0.7783090146926442
395948,SBR,30,0.5051392536826477
421946,SBR,30,0.5877577976222125
493490,SBR,30,0.705043872168467
505390,SBR,30,0.5370596100636668
508292,SBR,30,0.6279484426781808
540006,SBR,30,0.5477702589196101
596569,SBR,30,0.28585702851532435
629937,SBR,30,0.407304138445398
646091,SBR,30,0.585773185977294
647362,SBR,30,0.2921548924144528
661905,SBR,30,0.16091431737676049
681645,SBR,30,0.5499113842710974
688007,SBR,30,0.6060114289167096
707882,SBR,30,0.9516179442971995
764738,SBR,30,0.7413861408021882
806694,SBR,30,0.618775433119513
818583,SBR,30,0.48455046984482475
832573,SBR,30,0.5426976325622341
835760,SBR,30,0.751508354140573
845121,SBR,30,0.25323400922385986
935353,SBR,30,0.3625401654347113
935964,SBR,30,0.6108495097106862
952262,SBR,30,0.7757179058725558
952284,SBR,30,0.25325377046146164
975079,SBR,30,0.3826597064617452
1006728,SBR,30,0.2755782305462315
1040198,SBR,30,0.422162359794708
1104300,SBR,30,0.8258265756697467
1104447,SBR,30,0.7454785659472896
1107704,SBR,30,0.1462608028106127
1107821,SBR,30,0.7443389235278137
1109840,SBR,30,0.5291661677056093
1110996,SBR,30,0.5910534963220359
1111577,SBR,30,0.5847882526002501
1113361,SBR,30,0.6975737916279391
1117243,SBR,30,0.6850448112844332
1118716,SBR,30,0.46439265593553664
1121909,SBR,30,0.5445803219052209
1128632,SBR,30,0.6778374564187705
1129560,SBR,30,0.5397651201853575
2082,SBR,50,0.5489353278400436
23287,SBR,50,0.13948470908947241
30611,SBR,50,0.32478150310172027
112700,SBR,50,0.51544250686915
168329,SBR,50,0.6069143221601564
190623,SBR,50,0.6231411846515797
226975,SBR,50,0.25492097687729864
237669,SBR,50,0.5646191340544571
253263,SBR,50,0.3486178403827411
300025,SBR,50,0.44202746949002025
300986,SBR,50,0.5451178329161533
337656,SBR,50,0.2866492630951398
364210,SBR,50,0.6685968133907598
395948,SBR,50,0.5552195783725471
421946,SBR,50,0.46955826383568977
493490,SBR,50,0.6132679620640141
505390,SBR,50,0.5025849709405498
508292,SBR,50,0.5693659023918372
540006,SBR,50,0.45159657642142415
596569,SBR,50,0.2079075707860196
629937,SBR,50,0.3796545988544803
646091,SBR,50,0.4919561643483868
647362,SBR,50,0.2603190151386085
661905,SBR,50,0.11430145076787362
681645,SBR,50,0.5686875704432138
688007,SBR,50,0.6139440355808474
707882,SBR,50,0.9623357276952438
764738,SBR,50,0.7080847083818813
806694,SBR,50,0.5662640126745409
818583,SBR,50,0.4201759923968325
832573,SBR,50,0.5020299681112306
835760,SBR,50,0.7288147025726756
845121,SBR,50,0.22792113350204066
935353,SBR,50,0.3465529236300792
935964,SBR,50,0.49915639941452344
952262,SBR,50,0.6136914044345309
952284,SBR,50,0.22422347917129185
975079,SBR,50,0.3143783699673507
1006728,SBR,50,0.21060349875139947
1040198,SBR,50,0.3822215420255394
1104300,SBR,50,0.6940270882810083
1104447,SBR,50,0.6179871448598545
1107704,SBR,50,0.17841996221713177
1107821,SBR,50,0.6958596183741476
1109840,SBR,50,0.4247456287732126
1110996,SBR,50,0.47135697718632674
1111577,SBR,50,0.5747262286715707
1113361,SBR,50,0.5980596377474307
1117243,SBR,50,0.594266809454076
1118716,SBR,50,0.4211117816351292
1121909,SBR,50,0.5437777694995912
1128632,SBR,50,0.5308804051180245
1129560,SBR,50,0.4141340408261335
2082,SBR,100,0.3462060116983003
23287,SBR,100,0.12265089096951112
30611,SBR,100,0.28427655427644816
112700,SBR,100,0.41189063561949274
168329,SBR,100,0.3991156420964908
190623,SBR,100,0.7275507539987788
226975,SBR,100,0.22174140936156927
237669,SBR,100,0.5222006661157941
253263,SBR,100,0.3486178403827411
300025,SBR,100,0.42384640423411324
300986,SBR,100,0.42701149958504664
337656,SBR,100,0.2866492630951398
364210,SBR,100,0.46786284315098187
395948,SBR,100,0.3984965509533635
421946,SBR,100,0.33701931665737384
493490,SBR,100,0.4172143889170857
505390,SBR,100,0.45586097733045877
508292,SBR,100,0.40987457366720986
540006,SBR,100,0.3301244990300139
596569,SBR,100,0.13189782918915832
629937,SBR,100,0.30780978006938764
646091,SBR,100,0.3783706691219469
647362,SBR,100,0.2603190151386085
661905,SBR,100,0.07040702670628911
681645,SBR,100,0.4429235336638985
688007,SBR,100,0.6096846833618562
707882,SBR,100,0.9623357276952438
764738,SBR,100,0.5435141927496163
806694,SBR,100,0.4168206090065909
818583,SBR,100,0.32587790203123607
832573,SBR,100,0.361849746437813
835760,SBR,100,0.5048677883253657
845121,SBR,100,0.1902481303018071
935353,SBR,100,0.2798284696111056
935964,SBR,100,0.40406433966828176
952262,SBR,100,0.3941497421721444
952284,SBR,100,0.22295687273316475
975079,SBR,100,0.25103150616813996
1006728,SBR,100,0.13970968635791167
1040198,SBR,100,0.3822215420255394
1104300,SBR,100,0.5207214037221716
1104447,SBR,100,0.4250840284402078
1107704,SBR,100,0.19225421373905746
1107821,SBR,100,0.6728831344656796
1109840,SBR,100,0.3099189016655914
1110996,SBR,100,0.37239261918207744
1111577,SBR,100,0.5135258563194696
1113361,SBR,100,0.556904723343094
1117243,SBR,100,0.41369948705117326
1118716,SBR,100,0.3526720801162566
1121909,SBR,100,0.45897647481572074
1128632,SBR,100,0.3782826132438255
1129560,SBR,100,0.26672907319590855
2082,IPSsimRF,1,1.0
23287,IPSsimRF,1,0.0
30611,IPSsimRF,1,0.0
112700,IPSsimRF,1,0.3333333333333333
168329,IPSsimRF,1,1.0
190623,IPSsimRF,1,1.0
226975,IPSsimRF,1,1.0
237669,IPSsimRF,1,0.3333333333333333
