group,qid,docno,passage_length_words,query_jaccard,colbert_percentile,simcse_to_top4,ner_density_per100w
B_All_SBR,1107704,msmarco_passage_22_36009561,52,0.13953488372093023,89.8989898989899,0.8323074877262115,11.538461538461538
B_All_SBR,1107821,msmarco_passage_45_848744528,51,0.09523809523809523,94.94949494949495,0.8781973272562027,19.607843137254903
B_All_SBR,1107821,msmarco_passage_39_21614560,40,0.09090909090909091,95.95959595959596,0.7977782189846039,22.5
B_All_SBR,1107821,msmarco_passage_20_544494898,58,0.09302325581395349,90.9090909090909,0.8713775873184204,24.137931034482758
B_All_SBR,1107821,msmarco_passage_26_865036706,47,0.11428571428571428,91.91919191919192,0.8441597819328308,14.893617021276595
B_All_SBR,1109840,msmarco_passage_65_153889578,73,0.19230769230769232,95.95959595959596,0.7846696227788925,6.8493150684931505
B_All_SBR,1109840,msmarco_passage_26_615703467,49,0.21951219512195122,93.93939393939394,0.8030085563659668,8.16326530612245
B_All_SBR,1109840,msmarco_passage_56_152854308,54,0.20930232558139536,91.91919191919192,0.8041819185018539,7.407407407407407
B_All_SBR,1109840,msmarco_passage_44_115537575,26,0.27586206896551724,92.92929292929293,0.8421895951032639,3.8461538461538463
B_All_SBR,1110996,msmarco_passage_15_425718829,36,0.12903225806451613,93.93939393939394,0.8682985454797745,2.7777777777777777
B_All_SBR,1110996,msmarco_passage_00_612808760,56,0.1282051282051282,92.92929292929293,0.8301427364349365,1.7857142857142858
B_All_SBR,1110996,msmarco_passage_00_649131098,52,0.1111111111111111,90.9090909090909,0.8711656033992767,5.769230769230769
B_All_SBR,1110996,msmarco_passage_02_566603201,40,0.1111111111111111,94.94949494949495,0.8155038505792618,10.0
B_All_SBR,1111577,msmarco_passage_45_771413389,45,0.17647058823529413,94.94949494949495,0.8067999333143234,2.2222222222222223
B_All_SBR,1111577,msmarco_passage_30_131172954,87,0.15517241379310345,95.95959595959596,0.8006960302591324,1.1494252873563218
B_All_SBR,1111577,msmarco_passage_05_563789830,53,0.16666666666666666,85.85858585858585,0.8448497951030731,1.8867924528301887
B_All_SBR,1111577,msmarco_passage_29_617232841,59,0.15555555555555556,90.9090909090909,0.7986847013235092,0.0
B_All_SBR,1113361,msmarco_passage_64_194927232,55,0.06818181818181818,94.94949494949495,0.8878842741250992,0.0
B_All_SBR,1113361,msmarco_passage_33_122466742,64,0.06818181818181818,90.9090909090909,0.9179299175739288,3.125
B_All_SBR,1113361,msmarco_passage_31_544615024,53,0.06818181818181818,93.93939393939394,0.8639952838420868,1.8867924528301887
B_All_SBR,1113361,msmarco_passage_09_618972452,48,0.09523809523809523,89.8989898989899,0.8548197448253632,2.0833333333333335
B_All_SBR,1117243,msmarco_passage_67_383701492,57,0.05,94.94949494949495,0.8312781453132629,0.0
B_All_SBR,1117243,msmarco_passage_23_342669409,51,0.07692307692307693,93.93939393939394,0.7820059210062027,1.9607843137254901
B_All_SBR,1117243,msmarco_passage_23_342471840,48,0.06976744186046512,95.95959595959596,0.7932455092668533,2.0833333333333335
B_All_SBR,1117243,msmarco_passage_29_287281174,55,0.045454545454545456,92.92929292929293,0.7937135100364685,0.0
B_All_SBR,1118716,msmarco_passage_19_863525564,50,0.14285714285714285,94.94949494949495,0.8367772251367569,12.0
B_All_SBR,1118716,msmarco_passage_22_54726837,52,0.13513513513513514,93.93939393939394,0.8353800922632217,9.615384615384615
B_All_SBR,1118716,msmarco_passage_43_530797423,46,0.1282051282051282,86.86868686868688,0.8598780632019043,4.3478260869565215
B_All_SBR,1118716,msmarco_passage_20_738724479,78,0.09615384615384616,89.8989898989899,0.8316837847232819,3.8461538461538463
B_All_SBR,1121909,msmarco_passage_29_317614290,55,0.13953488372093023,95.95959595959596,0.8553238064050674,1.8181818181818181
B_All_SBR,1121909,msmarco_passage_32_545015896,49,0.11363636363636363,94.94949494949495,0.8654582053422928,0.0
B_All_SBR,1121909,msmarco_passage_04_202970031,39,0.14285714285714285,91.91919191919192,0.8571751862764359,2.5641025641025643
B_All_SBR,1121909,msmarco_passage_21_588006708,61,0.13333333333333333,90.9090909090909,0.8716973960399628,3.278688524590164
B_All_SBR,112700,msmarco_passage_27_631089875,40,0.12121212121212122,96.96969696969697,0.8722065091133118,17.5
B_All_SBR,112700,msmarco_passage_45_191385723,59,0.061224489795918366,88.88888888888889,0.8890881091356277,3.389830508474576
B_All_SBR,112700,msmarco_passage_36_792525846,41,0.15384615384615385,92.92929292929293,0.810276448726654,2.4390243902439024
B_All_SBR,112700,msmarco_passage_06_242494666,47,0.10810810810810811,87.87878787878788,0.8582049906253815,6.382978723404255
B_All_SBR,1128632,msmarco_passage_50_575322419,62,0.11764705882352941,95.95959595959596,0.8153224587440491,1.6129032258064515
B_All_SBR,1128632,msmarco_passage_60_500985753,54,0.13333333333333333,91.91919191919192,0.7966201305389404,1.8518518518518519
B_All_SBR,1128632,msmarco_passage_44_272802500,48,0.15384615384615385,90.9090909090909,0.7581153810024261,0.0
B_All_SBR,1128632,msmarco_passage_59_208874081,40,0.10810810810810811,92.92929292929293,0.8005752116441727,12.5
B_All_SBR,1129560,msmarco_passage_26_361480211,76,0.07547169811320754,93.93939393939394,0.8382706344127655,1.3157894736842106
B_All_SBR,1129560,msmarco_passage_36_324481872,41,0.08333333333333333,94.94949494949495,0.8105332404375076,0.0
B_All_SBR,1129560,msmarco_passage_64_554391756,47,0.1111111111111111,91.91919191919192,0.8164387792348862,6.382978723404255
B_All_SBR,1129560,msmarco_passage_50_805101851,61,0.06976744186046512,87.87878787878788,0.8383755087852478,1.639344262295082
B_All_SBR,168329,msmarco_passage_38_867366499,50,0.21621621621621623,93.93939393939394,0.8782096058130264,8.0
B_All_SBR,168329,msmarco_passage_30_795590421,43,0.25,91.91919191919192,0.8575369268655777,0.0
B_All_SBR,168329,msmarco_passage_38_867365984,63,0.2702702702702703,92.92929292929293,0.8376914113759995,4.761904761904762
B_All_SBR,168329,msmarco_passage_25_259221061,37,0.27586206896551724,90.9090909090909,0.8714487999677658,0.0
B_All_SBR,190623,msmarco_passage_18_550907066,45,0.08108108108108109,95.95959595959596,0.666399747133255,26.666666666666668
B_All_SBR,190623,msmarco_passage_18_550908404,48,0.075,92.92929292929293,0.671694740653038,27.083333333333332
B_All_SBR,190623,msmarco_passage_18_550906639,38,0.058823529411764705,94.94949494949495,0.6276553124189377,31.57894736842105
B_All_SBR,190623,msmarco_passage_18_550905367,46,0.05714285714285714,91.91919191919192,0.6723843812942505,32.608695652173914
B_All_SBR,2082,msmarco_passage_26_846132892,54,0.11764705882352941,95.95959595959596,0.8678731173276901,3.7037037037037037
B_All_SBR,2082,msmarco_passage_10_673115327,56,0.16666666666666666,93.93939393939394,0.8716491907835007,3.5714285714285716
B_All_SBR,2082,msmarco_passage_39_461879190,68,0.10526315789473684,92.92929292929293,0.8517054170370102,4.411764705882353
B_All_SBR,2082,msmarco_passage_55_738286358,49,0.15555555555555556,88.88888888888889,0.8919666558504105,2.0408163265306123
B_All_SBR,226975,msmarco_passage_24_559073437,50,0.10869565217391304,95.95959595959596,0.8201205432415009,10.0
B_All_SBR,226975,msmarco_passage_59_779343147,57,0.09803921568627451,94.94949494949495,0.8018653988838196,10.526315789473685
B_All_SBR,226975,msmarco_passage_25_95176272,69,0.11320754716981132,93.93939393939394,0.8036744296550751,8.695652173913043
B_All_SBR,226975,msmarco_passage_59_710149301,87,0.07017543859649122,92.92929292929293,0.7335066050291061,6.896551724137931
B_All_SBR,23287,msmarco_passage_42_184648743,54,0.12,88.88888888888889,0.8122571259737015,0.0
B_All_SBR,23287,msmarco_passage_11_422302183,76,0.09433962264150944,87.87878787878788,0.8447017520666122,0.0
B_All_SBR,23287,msmarco_passage_02_500355930,38,0.12903225806451613,85.85858585858585,0.8693944364786148,0.0
B_All_SBR,23287,msmarco_passage_52_19590082,26,0.16666666666666666,89.8989898989899,0.7841579616069794,15.384615384615385
B_All_SBR,237669,msmarco_passage_10_602776522,39,0.16666666666666666,93.93939393939394,0.8472229987382889,12.820512820512821
B_All_SBR,237669,msmarco_passage_17_527703255,46,0.15789473684210525,91.91919191919192,0.8453292697668076,17.391304347826086
B_All_SBR,237669,msmarco_passage_65_555172153,44,0.15384615384615385,89.8989898989899,0.8794977217912674,13.636363636363637
B_All_SBR,237669,msmarco_passage_01_18414553,32,0.21428571428571427,87.87878787878788,0.861121267080307,12.5
B_All_SBR,253263,msmarco_passage_28_326468821,56,0.11627906976744186,88.88888888888889,0.8238976746797562,1.7857142857142858
B_All_SBR,253263,msmarco_passage_39_711863628,58,0.15,86.86868686868688,0.8470791429281235,8.620689655172415
B_All_SBR,253263,msmarco_passage_10_191792164,18,0.45,87.87878787878788,0.8338929265737534,0.0
B_All_SBR,253263,msmarco_passage_02_511537499,48,0.225,83.83838383838383,0.8470246195793152,8.333333333333334
B_All_SBR,300025,msmarco_passage_20_281778523,80,0.08196721311475409,95.95959595959596,0.770941898226738,16.25
B_All_SBR,300025,msmarco_passage_01_860445927,57,0.07272727272727272,93.93939393939394,0.7841664552688599,12.280701754385966
B_All_SBR,300025,msmarco_passage_62_872025429,45,0.175,90.9090909090909,0.7057825773954391,4.444444444444445
B_All_SBR,300025,msmarco_passage_48_244666680,53,0.13636363636363635,87.87878787878788,0.70096854865551,3.7735849056603774
B_All_SBR,300986,msmarco_passage_28_817645953,54,0.12195121951219512,93.93939393939394,0.8704784959554672,7.407407407407407
B_All_SBR,300986,msmarco_passage_14_491491316,43,0.13513513513513514,94.94949494949495,0.8399876803159714,27.906976744186046
B_All_SBR,300986,msmarco_passage_14_491489667,54,0.13636363636363635,91.91919191919192,0.8623926043510437,24.074074074074073
B_All_SBR,300986,msmarco_passage_48_253244347,45,0.14285714285714285,92.92929292929293,0.8766183406114578,2.2222222222222223
B_All_SBR,30611,msmarco_passage_11_59933115,79,0.11538461538461539,95.95959595959596,0.8127432018518448,16.455696202531644
B_All_SBR,30611,msmarco_passage_07_94355630,50,0.16129032258064516,93.93939393939394,0.8223496526479721,16.0
B_All_SBR,30611,msmarco_passage_58_752701097,32,0.14814814814814814,94.94949494949495,0.7662743180990219,15.625
B_All_SBR,30611,msmarco_passage_11_308282957,57,0.10204081632653061,92.92929292929293,0.8104030638933182,17.54385964912281
B_All_SBR,337656,msmarco_passage_64_504411889,62,0.11538461538461539,94.94949494949495,0.7772621959447861,16.129032258064516
B_All_SBR,337656,msmarco_passage_65_57452647,65,0.10416666666666667,91.91919191919192,0.722588375210762,7.6923076923076925
B_All_SBR,337656,msmarco_passage_26_795932174,66,0.11320754716981132,89.8989898989899,0.7220706045627594,10.606060606060606
B_All_SBR,337656,msmarco_passage_62_871924943,63,0.11764705882352941,93.93939393939394,0.6954307705163956,11.11111111111111
B_All_SBR,364210,msmarco_passage_11_73532770,51,0.1282051282051282,92.92929292929293,0.9026694297790527,0.0
B_All_SBR,364210,msmarco_passage_43_286763885,67,0.09615384615384616,93.93939393939394,0.8409283757209778,0.0
B_All_SBR,364210,msmarco_passage_61_344485493,48,0.13157894736842105,87.87878787878788,0.8736529052257538,0.0
B_All_SBR,364210,msmarco_passage_09_484429649,50,0.13513513513513514,91.91919191919192,0.8702444136142731,0.0
B_All_SBR,395948,msmarco_passage_40_31220962,37,0.07692307692307693,95.95959595959596,0.7924561053514481,24.324324324324323
B_All_SBR,395948,msmarco_passage_09_593796930,32,0.08333333333333333,94.94949494949495,0.7990547865629196,18.75
B_All_SBR,395948,msmarco_passage_12_633563963,37,0.12195121951219512,93.93939393939394,0.7837848663330078,8.108108108108109
B_All_SBR,395948,msmarco_passage_64_172367505,67,0.07272727272727272,91.91919191919192,0.7795235812664032,10.447761194029852
B_All_SBR,421946,msmarco_passage_07_822264197,58,0.06666666666666667,92.92929292929293,0.7050885856151581,0.0
B_All_SBR,421946,msmarco_passage_38_643532666,45,0.1111111111111111,93.93939393939394,0.6943302303552628,2.2222222222222223
B_All_SBR,421946,msmarco_passage_38_643515607,57,0.08888888888888889,84.84848484848484,0.6789737045764923,5.2631578947368425
B_All_SBR,421946,msmarco_passage_12_735897565,48,0.075,89.8989898989899,0.695860281586647,2.0833333333333335
B_All_SBR,493490,msmarco_passage_06_803466276,47,0.05128205128205128,94.94949494949495,0.8098530173301697,6.382978723404255
B_All_SBR,493490,msmarco_passage_39_306370285,41,0.07894736842105263,92.92929292929293,0.8132545202970505,7.317073170731708
B_All_SBR,493490,msmarco_passage_27_65381657,42,0.05555555555555555,93.93939393939394,0.8090803325176239,7.142857142857143
B_All_SBR,493490,msmarco_passage_09_749667729,40,0.058823529411764705,91.91919191919192,0.8331175148487091,7.5
B_All_SBR,505390,msmarco_passage_08_670354349,57,0.06666666666666667,89.8989898989899,0.8881374895572662,5.2631578947368425
B_All_SBR,505390,msmarco_passage_44_362405718,38,0.025,95.95959595959596,0.7763209193944931,15.789473684210526
B_All_SBR,505390,msmarco_passage_08_670355264,59,0.058823529411764705,88.88888888888889,0.8901528716087341,6.779661016949152
B_All_SBR,505390,msmarco_passage_45_608311322,31,0.03225806451612903,92.92929292929293,0.8683055341243744,3.225806451612903
B_All_SBR,508292,msmarco_passage_04_27012834,55,0.0975609756097561,95.95959595959596,0.9257798790931702,1.8181818181818181
B_All_SBR,508292,msmarco_passage_51_808126959,41,0.125,94.94949494949495,0.8254029005765915,0.0
B_All_SBR,508292,msmarco_passage_66_117898684,48,0.1111111111111111,88.88888888888889,0.9088431000709534,8.333333333333334
B_All_SBR,508292,msmarco_passage_46_636852269,51,0.07317073170731707,84.84848484848484,0.8661142587661743,0.0
B_All_SBR,540006,msmarco_passage_24_649418758,39,0.12121212121212122,95.95959595959596,0.7997031509876251,17.94871794871795
B_All_SBR,540006,msmarco_passage_29_364916433,35,0.08333333333333333,94.94949494949495,0.7683556526899338,20.0
B_All_SBR,540006,msmarco_passage_39_497540129,29,0.07407407407407407,88.88888888888889,0.8106005489826202,10.344827586206897
B_All_SBR,540006,msmarco_passage_51_425263822,62,0.08333333333333333,92.92929292929293,0.7721545249223709,6.451612903225806
B_All_SBR,596569,msmarco_passage_03_507786841,59,0.13636363636363635,95.95959595959596,0.821315661072731,0.0
B_All_SBR,596569,msmarco_passage_25_467716834,57,0.1276595744680851,94.94949494949495,0.7740083932876587,3.508771929824561
B_All_SBR,596569,msmarco_passage_65_648878943,70,0.14285714285714285,92.92929292929293,0.8102888613939285,0.0
B_All_SBR,596569,msmarco_passage_12_265819081,54,0.13953488372093023,89.8989898989899,0.8366283625364304,11.11111111111111
B_All_SBR,629937,msmarco_passage_09_484020537,41,0.15625,94.94949494949495,0.7798272371292114,2.4390243902439024
B_All_SBR,629937,msmarco_passage_35_97819308,75,0.09615384615384616,90.9090909090909,0.7974984496831894,0.0
B_All_SBR,629937,msmarco_passage_35_97810880,55,0.11904761904761904,87.87878787878788,0.8163025081157684,0.0
B_All_SBR,629937,msmarco_passage_62_95660767,46,0.1388888888888889,84.84848484848484,0.831734374165535,0.0
B_All_SBR,646091,msmarco_passage_36_207498071,39,0.0967741935483871,91.91919191919192,0.9050342738628387,2.5641025641025643
B_All_SBR,646091,msmarco_passage_53_355454477,58,0.044444444444444446,92.92929292929293,0.8813230991363525,3.4482758620689653
B_All_SBR,646091,msmarco_passage_28_313169904,45,0.08823529411764706,90.9090909090909,0.9012759923934937,2.2222222222222223
B_All_SBR,646091,msmarco_passage_06_765034498,44,0.11764705882352941,89.8989898989899,0.8985539227724075,0.0
B_All_SBR,647362,msmarco_passage_11_727532523,44,0.11428571428571428,95.95959595959596,0.7782856374979019,11.363636363636363
B_All_SBR,647362,msmarco_passage_12_184371719,33,0.18518518518518517,91.91919191919192,0.7275181859731674,12.121212121212121
B_All_SBR,647362,msmarco_passage_04_182106908,44,0.13636363636363635,85.85858585858585,0.7409870773553848,0.0
B_All_SBR,647362,msmarco_passage_01_500884606,60,0.11764705882352941,84.84848484848484,0.7464595884084702,11.666666666666666
B_All_SBR,661905,msmarco_passage_17_120561114,62,0.11538461538461539,95.95959595959596,0.834204226732254,0.0
B_All_SBR,661905,msmarco_passage_01_512660233,46,0.13043478260869565,94.94949494949495,0.809207409620285,8.695652173913043
B_All_SBR,661905,msmarco_passage_66_625460603,46,0.1951219512195122,93.93939393939394,0.8128722608089447,0.0
B_All_SBR,661905,msmarco_passage_11_732897355,52,0.1951219512195122,86.86868686868688,0.8732396066188812,0.0
B_All_SBR,681645,msmarco_passage_15_51351061,54,0.10526315789473684,95.95959595959596,0.8087663650512695,1.8518518518518519
B_All_SBR,681645,msmarco_passage_17_186756741,42,0.1111111111111111,94.94949494949495,0.8188514411449432,0.0
B_All_SBR,681645,msmarco_passage_41_518852776,55,0.1388888888888889,90.9090909090909,0.8052865266799927,0.0
B_All_SBR,681645,msmarco_passage_01_716676189,37,0.1111111111111111,92.92929292929293,0.8091590702533722,0.0
B_All_SBR,688007,msmarco_passage_09_852058652,66,0.06666666666666667,93.93939393939394,0.8395731747150421,0.0
B_All_SBR,688007,msmarco_passage_09_852014369,48,0.07692307692307693,94.94949494949495,0.763713002204895,4.166666666666667
B_All_SBR,688007,msmarco_passage_33_763167006,50,0.10344827586206896,92.92929292929293,0.7610878795385361,4.0
B_All_SBR,688007,msmarco_passage_09_852065060,54,0.09090909090909091,83.83838383838383,0.7744902968406677,7.407407407407407
B_All_SBR,707882,msmarco_passage_08_846999528,60,0.045454545454545456,92.92929292929293,0.8390918970108032,0.0
B_All_SBR,707882,msmarco_passage_08_846996505,44,0.06060606060606061,94.94949494949495,0.8200612217187881,2.272727272727273
B_All_SBR,707882,msmarco_passage_30_366126828,36,0.06666666666666667,96.96969696969697,0.8062630295753479,0.0
B_All_SBR,707882,msmarco_passage_30_366124204,55,0.06818181818181818,93.93939393939394,0.8242072910070419,10.909090909090908
B_All_SBR,764738,msmarco_passage_17_501553428,30,0.1,95.95959595959596,0.7930382043123245,0.0
B_All_SBR,764738,msmarco_passage_19_596453214,53,0.12121212121212122,92.92929292929293,0.8592290431261063,3.7735849056603774
B_All_SBR,764738,msmarco_passage_14_421130213,66,0.1282051282051282,93.93939393939394,0.8318623602390289,0.0
B_All_SBR,764738,msmarco_passage_25_856491012,51,0.10256410256410256,90.9090909090909,0.8221976310014725,9.803921568627452
B_All_SBR,806694,msmarco_passage_68_780410013,40,0.12195121951219512,94.94949494949495,0.7917720824480057,7.5
B_All_SBR,806694,msmarco_passage_50_490428375,61,0.10204081632653061,93.93939393939394,0.7839233726263046,1.639344262295082
B_All_SBR,806694,msmarco_passage_28_60089520,27,0.32,90.9090909090909,0.8156765401363373,11.11111111111111
B_All_SBR,806694,msmarco_passage_68_784630774,62,0.1568627450980392,88.88888888888889,0.7886734306812286,9.67741935483871
B_All_SBR,818583,msmarco_passage_38_494079979,64,0.14285714285714285,94.94949494949495,0.8873693645000458,10.9375
B_All_SBR,818583,msmarco_passage_44_757711640,65,0.19047619047619047,93.93939393939394,0.9028165340423584,9.23076923076923
B_All_SBR,818583,msmarco_passage_44_757676816,46,0.2857142857142857,91.91919191919192,0.8949170112609863,13.043478260869565
B_All_SBR,818583,msmarco_passage_07_548630868,61,0.19047619047619047,92.92929292929293,0.8190627694129944,9.836065573770492
B_All_SBR,832573,msmarco_passage_24_205383441,66,0.09302325581395349,92.92929292929293,0.8346386402845383,3.0303030303030303
B_All_SBR,832573,msmarco_passage_24_205385166,47,0.10256410256410256,91.91919191919192,0.8481665253639221,4.25531914893617
B_All_SBR,832573,msmarco_passage_20_44541310,40,0.07894736842105263,94.94949494949495,0.7788830697536469,10.0
B_All_SBR,832573,msmarco_passage_27_612382169,18,0.14285714285714285,87.87878787878788,0.8075189590454102,0.0
B_All_SBR,835760,msmarco_passage_46_424085011,54,0.1794871794871795,93.93939393939394,0.9084668606519699,0.0
B_All_SBR,835760,msmarco_passage_22_465100299,46,0.22580645161290322,95.95959595959596,0.9130474030971527,2.1739130434782608
B_All_SBR,835760,msmarco_passage_12_833050844,45,0.14285714285714285,94.94949494949495,0.9110738188028336,4.444444444444445
B_All_SBR,835760,msmarco_passage_08_787082193,47,0.20588235294117646,92.92929292929293,0.9066628813743591,4.25531914893617
B_All_SBR,845121,msmarco_passage_39_391065769,54,0.175,95.95959595959596,0.8654494732618332,11.11111111111111
B_All_SBR,845121,msmarco_passage_06_611756102,51,0.15384615384615385,92.92929292929293,0.9173501133918762,7.8431372549019605
B_All_SBR,845121,msmarco_passage_14_661014156,40,0.23333333333333334,94.94949494949495,0.889426127076149,2.5
B_All_SBR,845121,msmarco_passage_16_135625020,49,0.15384615384615385,93.93939393939394,0.8699458539485931,10.204081632653061
B_All_SBR,935353,msmarco_passage_17_642045950,47,0.14285714285714285,93.93939393939394,0.8502709716558456,25.53191489361702
B_All_SBR,935353,msmarco_passage_66_440740118,37,0.14705882352941177,94.94949494949495,0.8608034402132034,13.513513513513514
B_All_SBR,935353,msmarco_passage_34_806832578,52,0.125,90.9090909090909,0.8492104560136795,25.0
B_All_SBR,935353,msmarco_passage_49_225979544,67,0.11904761904761904,81.81818181818181,0.8778295069932938,19.402985074626866
B_All_SBR,935964,msmarco_passage_35_61731466,59,0.11764705882352941,93.93939393939394,0.8380161225795746,15.254237288135593
B_All_SBR,935964,msmarco_passage_08_318054068,60,0.11538461538461539,89.8989898989899,0.8874214291572571,13.333333333333334
B_All_SBR,935964,msmarco_passage_03_806530124,39,0.0975609756097561,91.91919191919192,0.845976859331131,23.076923076923077
B_All_SBR,935964,msmarco_passage_35_61733187,65,0.08620689655172414,86.86868686868688,0.8899690806865692,9.23076923076923
B_All_SBR,952262,msmarco_passage_11_8858858,68,0.21153846153846154,93.93939393939394,0.8794090747833252,5.882352941176471
B_All_SBR,952262,msmarco_passage_48_749209638,76,0.16363636363636364,89.8989898989899,0.8746505975723267,3.9473684210526314
B_All_SBR,952262,msmarco_passage_40_515445277,44,0.2564102564102564,90.9090909090909,0.823147177696228,0.0
B_All_SBR,952262,msmarco_passage_55_297870367,47,0.20930232558139536,85.85858585858585,0.9084253907203674,4.25531914893617
B_All_SBR,952284,msmarco_passage_11_288630511,79,0.15384615384615385,94.94949494949495,0.8026413768529892,3.7974683544303796
B_All_SBR,952284,msmarco_passage_36_726687505,55,0.13333333333333333,93.93939393939394,0.7775757014751434,1.8181818181818181
B_All_SBR,952284,msmarco_passage_30_313413887,50,0.16279069767441862,95.95959595959596,0.7481723427772522,0.0
B_All_SBR,952284,msmarco_passage_23_513988962,45,0.19047619047619047,92.92929292929293,0.7801074832677841,8.88888888888889
B_All_SBR,975079,msmarco_passage_39_7640982,44,0.10526315789473684,93.93939393939394,0.8856652826070786,11.363636363636363
B_All_SBR,975079,msmarco_passage_58_259083082,44,0.125,90.9090909090909,0.8577350378036499,25.0
B_All_SBR,975079,msmarco_passage_06_135432401,62,0.07317073170731707,91.91919191919192,0.8162135630846024,14.516129032258064
B_All_SBR,975079,msmarco_passage_59_773341087,33,0.0967741935483871,89.8989898989899,0.7991313189268112,18.181818181818183
C_ColBERT_top4,1006728,msmarco_passage_66_84491897,45,0.3225806451612903,100.0,0.9121923844019572,2.2222222222222223
C_ColBERT_top4,1006728,msmarco_passage_29_510661852,58,0.24324324324324326,97.97979797979798,0.9121923446655273,3.4482758620689653
C_ColBERT_top4,1006728,msmarco_passage_00_805095721,53,0.23255813953488372,95.95959595959596,0.8676841557025909,3.7735849056603774
C_ColBERT_top4,1006728,msmarco_passage_13_574326454,46,0.2571428571428571,93.93939393939394,0.8175675868988037,6.521739130434782
C_ColBERT_top4,1040198,msmarco_passage_21_73132792,53,0.2682926829268293,100.0,0.855225662390391,13.20754716981132
C_ColBERT_top4,1040198,msmarco_passage_18_855527748,72,0.22916666666666666,98.98989898989899,0.8220837314923605,11.11111111111111
C_ColBERT_top4,1040198,msmarco_passage_18_855178612,56,0.1875,97.97979797979798,0.7469418048858643,10.714285714285714
