qid,docno,score
30611,msmarco_passage_17_771044914,0.5006530944484373
112700,msmarco_passage_18_757021196,1.7710093524720931
112700,msmarco_passage_30_794527402,1.4014884614622605
112700,msmarco_passage_27_631089875,1.3710043368557407
112700,msmarco_passage_07_292095541,1.3596272507684375
112700,msmarco_passage_45_191385723,1.2475968626800726
112700,msmarco_passage_36_792525846,1.2325215515132262
112700,msmarco_passage_02_165691232,1.2169058955470844
112700,msmarco_passage_06_242494666,1.2136536567258192
112700,msmarco_passage_21_647207166,1.2014858912332282
112700,msmarco_passage_56_558076576,1.1705857817814729
112700,msmarco_passage_53_364338297,1.1622523883483369
112700,msmarco_passage_30_820452057,1.1406159188145788
112700,msmarco_passage_25_325374796,1.1281236581156189
112700,msmarco_passage_21_647207525,1.1166149278667483
112700,msmarco_passage_66_71253864,1.0781943531236915
112700,msmarco_passage_24_418296768,1.0662441772835276
112700,msmarco_passage_49_484258022,1.0554067478001674
112700,msmarco_passage_28_560799651,1.054696640678655
112700,msmarco_passage_60_224286794,1.051706117558702
112700,msmarco_passage_24_200606439,1.050809865855725
112700,msmarco_passage_50_69302138,1.0454851995561725
112700,msmarco_passage_20_717525117,1.0449085315254245
112700,msmarco_passage_00_777872823,1.042723740316997
112700,msmarco_passage_17_330928122,1.0256812478337332
112700,msmarco_passage_24_199511587,1.0254423356223328
112700,msmarco_passage_60_123550218,1.0216189101477648
112700,msmarco_passage_53_760116594,1.011229992358484
112700,msmarco_passage_28_560798078,0.9868480981510376
112700,msmarco_passage_49_698544872,0.9822094149121614
112700,msmarco_passage_23_365487328,0.977183740829753
112700,msmarco_passage_30_498050717,0.97627275541564
112700,msmarco_passage_24_200608232,0.975770848655255
112700,msmarco_passage_02_289767562,0.9718315673765734
112700,msmarco_passage_50_69300717,0.9584764161399592
112700,msmarco_passage_51_861573006,0.9499394837940964
112700,msmarco_passage_60_123551664,0.9488532107010066
112700,msmarco_passage_06_131004170,0.9475394589321636
112700,msmarco_passage_66_50440529,0.9457939808613786
112700,msmarco_passage_24_201870059,0.944784514647778
112700,msmarco_passage_17_378937360,0.9217840498852952
112700,msmarco_passage_08_134504238,0.9213723056227248
112700,msmarco_passage_33_813971959,0.9189589690382236
112700,msmarco_passage_53_364337831,0.9164167023707772
112700,msmarco_passage_53_362929568,0.9111861840865324
112700,msmarco_passage_53_411487967,0.903234914641514
112700,msmarco_passage_43_274951799,0.902235714464544
112700,msmarco_passage_60_201079301,0.8888023812637151
112700,msmarco_passage_28_560804460,0.8838390992623623
112700,msmarco_passage_33_528428380,0.8813090125255495
112700,msmarco_passage_28_560797645,0.8787691103242268
112700,msmarco_passage_11_609350516,0.8693178009764057
112700,msmarco_passage_00_723246660,0.8632292063993828
112700,msmarco_passage_17_378937737,0.8626803097602362
112700,msmarco_passage_41_634470133,0.8597724098468496
112700,msmarco_passage_27_453469353,0.8576725442554349
112700,msmarco_passage_02_165691731,0.8558380256189364
112700,msmarco_passage_36_753181870,0.8455256887685472
112700,msmarco_passage_32_601260331,0.8403246485184286
112700,msmarco_passage_53_362849263,0.8300449829235256
112700,msmarco_passage_53_362931204,0.8279257937290958
112700,msmarco_passage_18_757019055,0.8237427927623285
112700,msmarco_passage_30_794526953,0.8155026441144051
112700,msmarco_passage_02_220704238,0.80665747462032
112700,msmarco_passage_53_411485558,0.7934782218710285
112700,msmarco_passage_01_33088522,0.7898566213723656
112700,msmarco_passage_31_633176252,0.7659917823065107
112700,msmarco_passage_30_708720880,0.7586071964179244
112700,msmarco_passage_08_152211525,0.7571068876257566
112700,msmarco_passage_17_378943762,0.7241790603254443
112700,msmarco_passage_29_611360594,0.6754309108324139
112700,msmarco_passage_45_435538461,0.6736117834242705
112700,msmarco_passage_37_396463558,0.6668906160604173
112700,msmarco_passage_27_453463807,0.6466522052744839
112700,msmarco_passage_21_133859540,0.6372912764549256
112700,msmarco_passage_34_703834280,0.6368408707257743
112700,msmarco_passage_02_165688744,0.5279537206358998
168329,msmarco_passage_03_152780110,1.805140985382928
168329,msmarco_passage_17_253755796,1.418568221215914
168329,msmarco_passage_01_685626555,1.3398431203228438
168329,msmarco_passage_44_581740341,1.2767157043026085
168329,msmarco_passage_38_867366499,1.2394606875073362
168329,msmarco_passage_30_795590421,1.10611836940284
168329,msmarco_passage_38_867365984,1.0985623200980654
168329,msmarco_passage_25_259221061,1.0798140019978535
168329,msmarco_passage_38_867365033,1.063968585348484
168329,msmarco_passage_39_1330431,1.0483097269854138
168329,msmarco_passage_04_93659698,1.0433725126170756
168329,msmarco_passage_38_866851004,1.042899569924436
168329,msmarco_passage_31_866473184,1.0324316716770257
168329,msmarco_passage_39_513965303,1.0192196333472368
168329,msmarco_passage_38_867365571,1.0027280625579085
168329,msmarco_passage_35_331170254,1.000073924925346
168329,msmarco_passage_16_254377781,0.9939102161551052
168329,msmarco_passage_13_402055216,0.983387450148182
168329,msmarco_passage_00_343070928,0.9572097766576646
168329,msmarco_passage_39_507047522,0.952939838348268
168329,msmarco_passage_04_93661343,0.9453145769005816
168329,msmarco_passage_61_661474646,0.9408761850963294
168329,msmarco_passage_16_241333013,0.9290502789516876
168329,msmarco_passage_16_254397947,0.9287554530406088
168329,msmarco_passage_02_818305809,0.926485453485113
168329,msmarco_passage_60_226415364,0.9221834983745916
168329,msmarco_passage_31_617424078,0.920780635168118
168329,msmarco_passage_04_441114625,0.9143214414554016
168329,msmarco_passage_13_402054707,0.9053964707044864
168329,msmarco_passage_54_756551330,0.903797377485325
168329,msmarco_passage_16_246541008,0.9021148858017196
168329,msmarco_passage_04_441187954,0.8914424872088167
168329,msmarco_passage_04_93661774,0.8889238857868436
168329,msmarco_passage_38_866204669,0.8821425587714383
168329,msmarco_passage_03_692818098,0.8725205800568747
168329,msmarco_passage_38_55099740,0.8687872881561407
168329,msmarco_passage_38_868533273,0.8642209365465384
168329,msmarco_passage_38_868534175,0.8591723393551922
168329,msmarco_passage_11_715773096,0.8449901122585991
168329,msmarco_passage_17_619879125,0.8396684003696122
168329,msmarco_passage_13_737747025,0.8281844867206417
168329,msmarco_passage_25_259214113,0.8258398560786336
168329,msmarco_passage_38_866328621,0.8241191835651611
168329,msmarco_passage_16_248510785,0.8115835287757079
168329,msmarco_passage_58_518542664,0.8056252801728515
168329,msmarco_passage_13_401910432,0.8002136967217612
168329,msmarco_passage_14_370399022,0.7920264098724025
168329,msmarco_passage_61_674104066,0.7788632176401004
168329,msmarco_passage_58_247619001,0.7751938200351475
168329,msmarco_passage_33_144894591,0.7735717944939341
168329,msmarco_passage_30_538765796,0.7732759034545005
168329,msmarco_passage_39_3153139,0.7714187732859614
168329,msmarco_passage_12_174493415,0.7665348089760564
168329,msmarco_passage_31_624818009,0.765046668739567
168329,msmarco_passage_42_745070160,0.758168290959858
168329,msmarco_passage_35_324065621,0.7562915325164795
168329,msmarco_passage_41_385435024,0.7498101556832906
168329,msmarco_passage_38_869415193,0.7356247022249441
168329,msmarco_passage_04_441730262,0.7169739365577698
190623,msmarco_passage_08_377498739,1.389722391963005
190623,msmarco_passage_05_497938979,1.1122482867996677
190623,msmarco_passage_18_550907066,1.0218988312225716
190623,msmarco_passage_07_763160990,0.95222856834823
190623,msmarco_passage_54_46604827,0.926065767512602
190623,msmarco_passage_18_550908404,0.924174050295275
190623,msmarco_passage_18_550906639,0.9137311679085874
190623,msmarco_passage_18_550905367,0.9049455620884116
190623,msmarco_passage_18_550905862,0.8960187279321009
190623,msmarco_passage_18_550903631,0.8662458083208869
190623,msmarco_passage_18_550904935,0.8581223358126248
190623,msmarco_passage_22_233893745,0.8381489476347281
190623,msmarco_passage_18_550906248,0.8197811908581678
190623,msmarco_passage_39_773005627,0.8171771770014482
190623,msmarco_passage_49_568877679,0.7845610212753801
190623,msmarco_passage_63_333402535,0.7317015248186448
190623,msmarco_passage_50_318487983,0.7184808050884919
190623,msmarco_passage_34_379382623,0.7075541015933542
190623,msmarco_passage_08_377498267,0.6895715850241044
190623,msmarco_passage_01_781011133,0.6863735567120944
190623,msmarco_passage_12_327446927,0.648900921905742
190623,msmarco_passage_04_538333204,0.6368003324550741
190623,msmarco_passage_36_630771465,0.6362915611442397
190623,msmarco_passage_18_289262304,0.5921389820821145
190623,msmarco_passage_50_295169779,0.5673583044725306
190623,msmarco_passage_15_46018958,0.5552248702768017
190623,msmarco_passage_23_461676891,0.5550009850193472
190623,msmarco_passage_04_703823115,0.5438074243419311
190623,msmarco_passage_30_678174284,0.5392409168622073
190623,msmarco_passage_30_678173837,0.5382198514307246
190623,msmarco_passage_21_565030752,0.5305009561426499
190623,msmarco_passage_13_161674296,0.5282882166259428
190623,msmarco_passage_65_149098233,0.5166541245930335
190623,msmarco_passage_35_832927015,0.5165188145988128
190623,msmarco_passage_27_783043368,0.5134296361137839
190623,msmarco_passage_67_101748997,0.5084785065230202
190623,msmarco_passage_51_811098079,0.5066253186148755
190623,msmarco_passage_22_412044067,0.5037619163884836
190623,msmarco_passage_44_474226940,0.4952078429215094
190623,msmarco_passage_40_370985028,0.4938210742438541
190623,msmarco_passage_01_584273282,0.4912592225215014
190623,msmarco_passage_40_119020381,0.4868684007840997
190623,msmarco_passage_19_778362947,0.4814869698356179
190623,msmarco_passage_63_333402094,0.4630594986326554
190623,msmarco_passage_13_385093366,0.4612740024924278
190623,msmarco_passage_41_221824588,0.4591299475115888
190623,msmarco_passage_06_546961497,0.4564662204945788
190623,msmarco_passage_18_726648609,0.4558390165953075
190623,msmarco_passage_15_147368316,0.4555579429163652
190623,msmarco_passage_68_458948191,0.4527284811524784
190623,msmarco_passage_20_511222268,0.4520512367872631
190623,msmarco_passage_17_822760470,0.4512271738227676
190623,msmarco_passage_23_461733691,0.4448131228194517
190623,msmarco_passage_19_716080658,0.440290365937878
190623,msmarco_passage_05_497939403,0.4328193450675291
190623,msmarco_passage_16_441596136,0.4303450252203381
190623,msmarco_passage_39_458598148,0.4267273933133658
190623,msmarco_passage_12_478591899,0.4164477595949874
190623,msmarco_passage_19_616018280,0.4128576666335849
190623,msmarco_passage_19_616027567,0.399936242642648
190623,msmarco_passage_19_716081070,0.3956846852074651
190623,msmarco_passage_01_781010628,0.3904146252309575
190623,msmarco_passage_18_71105299,0.3709838891730589
190623,msmarco_passage_54_360362743,0.3614550368750797
190623,msmarco_passage_12_327448162,0.3569897086304777
190623,msmarco_passage_03_197209851,0.3479382780544898
190623,msmarco_passage_17_800530724,0.3449669155127862
190623,msmarco_passage_00_680645686,0.3430508567129864
190623,msmarco_passage_59_148152280,0.3412436224081936
190623,msmarco_passage_24_81419398,0.3411788099828888
190623,msmarco_passage_21_122779101,0.3403850416050238
190623,msmarco_passage_31_381741895,0.33961141074405
190623,msmarco_passage_04_156808610,0.3274272726739153
190623,msmarco_passage_39_662478101,0.3234950577949776
190623,msmarco_passage_05_582384406,0.3227843715864069
190623,msmarco_passage_10_415765599,0.3193836008801179
190623,msmarco_passage_11_225273304,0.3173799374524285
190623,msmarco_passage_23_591996861,0.316877196115606
190623,msmarco_passage_05_598763431,0.3106459322659408
190623,msmarco_passage_35_698299248,0.3093798065886778
190623,msmarco_passage_54_207995369,0.3001196172307519
190623,msmarco_passage_06_41635926,0.2990746459978468
190623,msmarco_passage_35_234866879,0.2986133682925035
190623,msmarco_passage_29_508348371,0.2961719979258145
190623,msmarco_passage_37_687367747,0.2954269669511739
190623,msmarco_passage_09_469598368,0.2934060371535666
190623,msmarco_passage_24_81055389,0.2644017737577943
190623,msmarco_passage_47_69168407,0.2573592183344504
190623,msmarco_passage_19_754807463,0.2532648979302715
190623,msmarco_passage_20_499088840,0.2425669094438061
190623,msmarco_passage_47_68996541,0.2388366715434719
190623,msmarco_passage_06_41633235,0.2209947196438032
190623,msmarco_passage_19_567885762,0.2062891125679016
190623,msmarco_passage_54_207993948,0.2054753317881156
190623,msmarco_passage_47_68949842,0.1998770012136768
190623,msmarco_passage_00_787246930,0.1756637542563326
226975,msmarco_passage_65_219573228,1.6916079653633966
226975,msmarco_passage_52_269196632,1.437831171635585
226975,msmarco_passage_10_719901294,1.282352693636882
226975,msmarco_passage_64_363384407,1.2485723557170747
226975,msmarco_passage_24_559073437,1.1698204756951427
226975,msmarco_passage_59_779343147,1.153935670941557
226975,msmarco_passage_25_95176272,1.1444076421073646
226975,msmarco_passage_59_710149301,1.006738529020419
226975,msmarco_passage_00_519959798,0.999511532703756
226975,msmarco_passage_12_190331710,0.986198542530676
226975,msmarco_passage_10_719898481,0.9780586143582344
226975,msmarco_passage_61_742439218,0.8909369270730682
226975,msmarco_passage_00_103998667,0.8819001341854737
226975,msmarco_passage_25_95167754,0.8814519054566226
226975,msmarco_passage_44_466774508,0.8464480631903514
226975,msmarco_passage_29_22477892,0.8185212996810646
226975,msmarco_passage_27_446399410,0.8164504243623489
226975,msmarco_passage_27_446336923,0.8101839709430505
226975,msmarco_passage_12_355600311,0.7867662811810767
226975,msmarco_passage_29_280788424,0.7850443102083636
226975,msmarco_passage_35_201501678,0.7842753034452922
226975,msmarco_passage_16_230628754,0.7688035365119076
226975,msmarco_passage_65_628619479,0.7128525481985263
226975,msmarco_passage_09_35262248,0.7059868149423645
226975,msmarco_passage_30_263547030,0.6956210768920006
226975,msmarco_passage_28_849866213,0.6830200307606965
226975,msmarco_passage_11_561307741,0.6725828398736988
226975,msmarco_passage_24_559064165,0.6611609806236118
226975,msmarco_passage_11_560021125,0.6481770580961286
226975,msmarco_passage_07_822308986,0.6466226329482299
226975,msmarco_passage_27_447348801,0.6463950551996295
226975,msmarco_passage_38_604886595,0.6096224477112808
226975,msmarco_passage_54_240611981,0.6089442774667722
226975,msmarco_passage_57_713774992,0.6077707575728772
226975,msmarco_passage_50_745979337,0.6005930819595992
226975,msmarco_passage_67_35039576,0.5831476235321132
226975,msmarco_passage_50_829990867,0.5776710103507924
226975,msmarco_passage_48_751105107,0.5734202585621511
226975,msmarco_passage_29_279843468,0.5732494804540279
226975,msmarco_passage_56_154460937,0.5632809958401943
226975,msmarco_passage_06_787543394,0.5477786191043552
226975,msmarco_passage_53_70417866,0.5461069166231705
226975,msmarco_passage_12_208890878,0.5441567666035714
226975,msmarco_passage_60_322466152,0.5360562791931778
226975,msmarco_passage_39_117321159,0.5200171164818258
226975,msmarco_passage_34_252161546,0.5187447193399257
226975,msmarco_passage_12_620714233,0.5127650847399566
226975,msmarco_passage_00_100789200,0.5125954848865077
226975,msmarco_passage_41_433096217,0.5099377482700896
226975,msmarco_passage_38_611762296,0.5083897425710069
226975,msmarco_passage_27_505916170,0.5037757510021115
226975,msmarco_passage_12_188586749,0.5019410419298385
226975,msmarco_passage_12_223016324,0.5008079877892939
226975,msmarco_passage_66_694032311,0.5004422820454476
226975,msmarco_passage_11_92021773,0.4969017704546966
226975,msmarco_passage_55_290464162,0.4925678339351972
226975,msmarco_passage_59_411850383,0.4913778604562765
226975,msmarco_passage_14_320420557,0.4860227204352074
226975,msmarco_passage_24_255039402,0.4706061143703108
226975,msmarco_passage_12_264631080,0.468932152783082
